Record_ID,Accounting_Year,Accounting_Quarter,Accounting_Month,Accounting_Period,Underwriting_Year,Accident_Year,Booking_Date,Region,Market_Unit,Country,Business_Segment,Main_Line_of_Business,Line_of_Business,Type_of_Business,Cedent_ID,Cedent_Name,Broker,Client_Management_ID,Client_Manager,UW_Portfolio,Client_Executive,IFRS_Classification,PCSS_Type,P_Zero_Flag,Renewal_Category,Direction_of_Business,Premium,Claims,Commission,Expenses,Technical_Result,Net_Premium,Loss_Ratio,Expense_Ratio,Combined_Ratio
FIN00037016,2024,Q4,11,2024-11,2024,2024,08-11-2024,EMEA,Nordics,Sweden,REPC,Casualty,Motor,Non-Property Facultative,CED0040,Granite Insurance,Lockwood Risk Partners,CM6742,James Alvi,Construction,Richard Thornton,102,Trust,No,New Business,Inward,191713.53,111117.41,29940.15,4948.49,45707.48,161773.39,0.5796,0.0258,0.6054
FIN00011979,2025,Q3,9,2025-09,2025,2024,12-09-2025,EMEA,Germany,Germany,REPC,Vector,Political Risk,Non-Property Facultative,CED0002,Anchor Indemnity,Blackstone Insurance Brokers,CM2992,David Marchetti,Liability Excess,George Simmons,201,Trust,No,Renewal,Inward,134489.08,72623.15,12964.2,3423.74,45478,121524.88,0.54,0.0255,0.5655
FIN00049584,2023,Q1,1,2023-01,2023,2023,16-01-2023,EMEA,France,France,REPC,Property,Environmental,Direct Insurance,CED0001,Allied Assurance,Thackeray Risk Advisors,CM8569,Steven Nakagawa,Marine Cargo,Oscar Bennet,102,Non Trust,Yes,Renewal,Inward,656779.18,469951.01,43463,19395.46,123969.71,613316.18,0.7155,0.0295,0.7451
FIN00001522,2026,Q1,3,2026-03,2026,2026,10-03-2026,EMEA,UK,United Kingdom,REPC,Casualty,Accident & Health,Non-Property Facultative,CED0023,Delta Assurance,Pinnacle Risk Advisors,CM5459,Laura Nkosi,Motor Fleet,Oscar Bennet,102,Trust,No,Renewal,Inward,179449.9,83577.18,31659.87,10553.33,53659.53,147790.03,0.4657,0.0588,0.5246
FIN00006460,2026,Q1,2,2026-02,2026,2026,12-02-2026,EMEA,Germany,Germany,REPC,P&C Re,Motor,Non-Property Treaty,CED0089,Quantum Underwriters,Thackeray Risk Advisors,CM3442,Yuki O'Connell,Trade Credit & Surety,Grace Salazar,101,Trust,No,Renewal,Inward,184200.85,124177.1,14289.19,9836.98,35897.57,169911.66,0.6741,0.0534,0.7275
FIN00033991,2023,Q1,2,2023-02,2023,2022,18-02-2023,EMEA,UK,United Kingdom,REPC,Property,Property,Direct Insurance,CED0035,Global General Insurance,Vantage Risk Solutions,CM9298,Victor Santos,Energy APAC,Richard Thornton,101,Non Trust,Yes,Renewal,Inward,977115.18,537757.96,168829.53,42359.31,228168.39,808285.65,0.5504,0.0434,0.5937
FIN00008302,2026,Q3,7,2026-07,2026,2026,20-07-2026,Asia,Japan,Japan,REPC,Casualty,Motor,Direct Insurance,CED0088,Quantum Mutual,Cornerstone Risk Partners,CM4480,Sarah Bauer,Property Cat,Richard Thornton,101,Trust,No,Renewal,Inward,626902.71,334550.52,40263.19,67105.74,184983.27,586639.52,0.5337,0.107,0.6407
FIN00014057,2024,Q3,8,2024-08,2024,2024,02-08-2024,EMEA,France,France,REPC,P&C Facultative,Property,Property Facultative,CED0031,Falcon Insurance Group,Lockwood Risk Solutions,CM6458,Mei Hassan,Specialty Lines,William Holloway,201,Non Trust,No,New Business,Outward,1232784.47,768171.34,143515.41,134125.03,186972.68,1089269.06,0.6231,0.1088,0.7319
FIN00016565,2026,Q1,1,2026-01,2026,2026,06-01-2026,Americas,Canada,Canada,REPC,P&C Re,Agriculture,Non-Property Treaty,CED0036,Global Indemnity,Pinnacle Risk Advisors,CM8178,Nadia Kowalski,Casualty Excess,Karen Vasquez,101,Trust,No,Renewal,Inward,1682219.27,1008830.99,87477.36,91463.06,494447.85,1594741.91,0.5997,0.0544,0.6541
FIN00012498,2023,Q3,7,2023-07,2022,2021,23-07-2023,Americas,US,United States,REPC,Casualty,Liability,Direct Insurance,CED0049,Highland Insurance,Prescott Insurance Services,CM6955,Fatima Chen,Space & Satellite,Anjali Verma,101,Non Trust,No,Renewal,Inward,580424.94,460373.4,32832.6,61856.94,25361.99,547592.33,0.7932,0.1066,0.8997
FIN00010786,2024,Q4,12,2024-12,2024,2024,02-12-2024,EMEA,UK,United Kingdom,REPC,Casualty,Motor,Non-Property Facultative,CED0119,Zenith Insurance Group,Blackstone Insurance Services,CM1155,Laura Nkosi,Political & Credit Risk,Renata Moreau,102,,Yes,Renewal,Inward,1287358.39,891812.38,154540.3,31841.77,209163.94,1132818.09,0.6927,0.0247,0.7175
FIN00009822,2024,Q1,1,2024-01,2024,2024,02-01-2024,Americas,US,United States,REPC,Property,Environmental,Property Facultative,CED0046,Harbor Insurance Group,Cornerstone Risk Partners,CM3999,Steven Park,Specialty Lines,Grace Salazar,101,Non Trust,Yes,Renewal,Inward,341172.16,17058.61,57504.5,21367.6,245241.45,283667.66,0.05,0.0626,0.1126
FIN00002629,2023,Q3,7,2023-07,2022,2021,14-07-2023,Asia,Japan,Japan,REPC,P&C Re,Motor,Non-Property Treaty,CED0060,Liberty Insurance,Lockwood Risk Partners,CM8851,Sarah O'Connell,Corporate Property,Christopher Lindberg,101,Trust,No,Cancelled,Inward,65472.15,43500.57,7680.05,5137.25,9154.28,57792.1,0.6644,0.0785,0.7429
FIN00031229,2024,Q3,7,2024-07,2024,2024,31-07-2024,EMEA,France,France,REPC,Property,Energy,Property Treaty,CED0078,Paramount General Insurance,Vantage Group,CM4391,Yuki O'Connell,Corporate Property,Susanna Ibsen,101,Trust,No,Renewal,Inward,298404.34,179539.04,20024.98,29970.41,68869.91,278379.36,0.6017,0.1004,0.7021
FIN00024032,2026,Q3,7,2026-07,2026,2026,14-07-2026,EMEA,France,France,REPC,P&C Re,Motor,Non-Property Treaty,CED0028,Evergreen Re,Vantage Group,CM8907,Amara Wallace,Property Facultative,Susanna Ibsen,101,Non Trust,Yes,Renewal,Inward,764589.74,536792.79,58902.74,83413.73,85480.48,705687,0.7021,0.1091,0.8112
FIN00002813,2025,Q2,4,2025-04,2025,2025,27-04-2025,Asia,Japan,Japan,REPC,Property,Energy,Property Facultative,CED0056,Keystone Insurance,Baymont Risk Solutions,CM1990,Brian Lindqvist,Energy APAC,Susanna Ibsen,101,Trust,No,Renewal,Inward,206090.02,99814.96,34958.65,4443.1,66873.3,171131.36,0.4843,0.0216,0.5059
FIN00007627,2024,Q1,3,2024-03,2024,2023,31-03-2024,EMEA,Spain,Spain,REPC,P&C Facultative,Liability,Non-Property Facultative,CED0031,Falcon Insurance Group,Fairview Risk Solutions,CM4690,Steven Nakagawa,Cyber Risk,Isabelle Achebe,101,Non Trust,No,Renewal,Outward,3860264.98,2382584.69,398467.65,128104.44,951108.21,3461797.33,0.6172,0.0332,0.6504
FIN00046900,2025,Q2,5,2025-05,2025,2025,05-05-2025,Americas,US,United States,REPC,P&C Re,Motor,Non-Property Treaty,CED0016,Bridgeport Underwriters,Ivory Risk Solutions,CM5789,Fatima Lindqvist,Marine Global,Henry Cartwright,102,Trust,No,Renewal,Outward,50000,31652.69,5738.17,2512.36,10096.78,44261.83,0.6331,0.0502,0.6833
FIN00000056,2025,Q3,9,2025-09,2024,2024,20-09-2025,EMEA,France,France,REPC,Specialty,Credit & Surety,Non-Property Facultative,CED0069,Millennium Mutual,Chadwick Risk Advisors,CM2932,Sarah Bauer,Motor Fleet,Susanna Ibsen,101,Trust,No,Renewal,Outward,134744.42,59294.17,16460.53,12205.59,46784.12,118283.89,0.44,0.0906,0.5306
FIN00048823,2025,Q4,11,2025-11,2025,2024,18-11-2025,EMEA,UK,United Kingdom,REPC,Property,Environmental,Property Facultative,CED0001,Allied Assurance,Grayson Risk Solutions,CM3701,Amara Wallace,Engineering Global,William Holloway,102,Non Trust,No,New Business,Inward,255294.29,35376.27,31902.07,20461.71,167554.25,223392.23,0.1386,0.0801,0.2187
FIN00029487,2024,Q2,5,2024-05,2024,2023,14-05-2024,EMEA,Germany,Germany,REPC,Specialty,Space,Non-Property Treaty,CED0027,Evergreen Holdings,Lockwood Risk Partners,CM4490,Fatima Costa,Agriculture Global,Susanna Ibsen,101,Non Trust,No,New Business,Outward,1744002.16,937684.27,381873.28,47999.39,376445.22,1362128.89,0.5377,0.0275,0.5652
FIN00016787,2024,Q4,11,2024-11,2024,2023,13-11-2024,EMEA,Middle East,United Arab Emirates,REPC,Casualty,Accident & Health,Non-Property Facultative,CED0012,Bridgeport General Insurance,Delacroix & Associates,CM3091,Yuki O'Connell,Environmental Risk,Henry Cartwright,101,Non Trust,No,New Business,Inward,888080.65,510540.45,114862.19,47430.92,215247.1,773218.47,0.5749,0.0534,0.6283
FIN00006602,2023,Q1,1,2023-01,2023,2023,22-01-2023,EMEA,UK,United Kingdom,REPC,P&C Re,Liability,Non-Property Treaty,CED0058,Landmark Indemnity,Vantage Insurance Services,CM6135,Mei Hassan,Energy Upstream,Martin Weston,102,Trust,Yes,Renewal,Inward,356431.95,259250.71,63420.61,,-2758.4,293011.34,0.7273,0.1025,0.8298
FIN00015862,2023,Q2,4,2023-04,2023,2021,08-04-2023,EMEA,UK,United Kingdom,REPC,P&C Re,Motor,Non-Property Treaty,CED0047,Harbor Mutual,Hartwell Insurance Brokers,CM8647,Victor Santos,Property Facultative,George Simmons,101,Trust,No,Renewal,Inward,380655.26,258926.89,55951.42,42570.88,23206.07,324703.85,0.6802,0.1118,0.792
FIN00011746,2026,Q1,1,2026-01,2026,2025,01-01-2026,EMEA,UK,United Kingdom,REPC,P&C Facultative,Property,Property Facultative,CED0034,Fortress Re,Chadwick Risk Advisors,CM7119,David Marchetti,Retail Casualty,Frank Callahan,101,Trust,No,New Business,Outward,293135.63,184018.96,31622.72,33790.3,43703.65,261512.91,0.6278,0.1153,0.743
FIN00017654,2025,Q3,7,2025-07,2025,2025,16-07-2025,Americas,US,United States,REPC,Casualty,Liability,Non-Property Facultative,CED0076,Paramount Assurance,Grayson & Associates,CM2613,Amara Wallace,Aviation,Martin Weston,101,Trust,No,Renewal,Inward,299184.16,258678.88,37246.43,12188.61,-8929.76,261937.73,0.8646,0.0407,0.9054
FIN00025533,2026,Q1,3,2026-03,2026,2024,22-03-2026,Asia,Japan,Japan,REPC,P&C Re,Engineering,Property Treaty,CED0023,Delta Assurance,Sherwood Group,CM5533,Sarah O'Connell,Marine Global,Monica Petrov,101,Non Trust,Yes,Renewal,Outward,1316460.34,704156.74,245197.77,128675.56,238430.27,1071262.57,0.5349,0.0977,0.6326
FIN00006064,2023,Q3,8,2023-08,2023,2023,23-08-2023,EMEA,Spain,Spain,REPC,Casualty,Accident & Health,Non-Property Facultative,CED0064,Lonestar Insurance,Grayson Risk Solutions,CM8261,Sarah O'Connell,Marine Cargo,Isabelle Achebe,101,Trust,Yes,Renewal,Inward,185809.81,152865.22,22338.28,19093.02,-8486.71,163471.53,0.8227,0.1028,0.9255
FIN00040327,2025,Q4,12,2025-12,2024,2024,22-12-2025,Americas,US,United States,REPC,P&C Re,Liability,Non-Property Treaty,CED0020,Cornerstone Re,Baymont Risk Partners,CM9904,Kevin Iversen,Energy APAC,Karen Vasquez,101,Non Trust,No,Renewal,Inward,190912.34,98805.86,22221.64,20543.14,49341.7,168690.7,0.5175,0.1076,0.6252
FIN00033627,2023,Q2,4,2023-04,2023,2023,15-04-2023,Asia,India,India,REPC,Specialty,Credit & Surety,Non-Property Facultative,CED0069,Millennium Mutual,Fairview Risk Solutions,CM6180,Steven Nakagawa,Corporate Property,Karen Vasquez,101,Trust,No,Renewal,Outward,1230185.4,536032.73,176765.84,109182.83,408203.98,1053419.55,0.4357,0.0888,0.5245
FIN00047815,2023,Q4,12,2023-12,2023,2023,22-12-2023,Americas,Canada,Canada,REPC,Property,Property,Direct Insurance,CED0087,Quantum Casualty,Vantage Group,CM4652,Robert Alvi,Corporate Property,Richard Thornton,102,Non Trust,No,Renewal,Inward,350534.97,278507.39,56071.45,8733.21,7222.91,294463.52,0.7945,0.0249,0.8194
FIN00013994,2025,Q3,8,2025-08,2025,2025,06-08-2025,Asia,Hong Kong,Hong Kong,REPC,P&C Re,Motor,Non-Property Treaty,CED0085,Pinnacle Re,Prescott Insurance Services,CM1846,Laura Nkosi,Environmental Risk,William Holloway,201,Trust,Yes,New Business,Inward,417590.44,342619.4,61964.84,28643.93,-15637.73,355625.6,0.8205,0.0686,0.8891
FIN00025217,2024,Q3,8,2024-08,2024,2024,08-08-2024,Americas,US,United States,REPC,Specialty,Space,Direct Insurance,CED0069,Millennium Mutual,Hartwell Insurance Brokers,CM3889,James Alvi,Liability Excess,Isabelle Achebe,201,Trust,No,Renewal,Inward,4475486.99,3588907.46,564146.67,435959.33,-113526.48,3911340.31,0.8019,0.0974,0.8993
FIN00030485,2024,Q2,4,2024-04,2024,2024,07-04-2024,Asia,Japan,Japan,REPC,Specialty,Financial Lines,Direct Insurance,CED0031,Falcon Insurance Group,Yorkshire Risk Advisors,CM9927,Fatima Chen,Trade Credit & Surety,Karen Vasquez,201,Trust,No,Renewal,Inward,1170349.37,723740.48,138277.83,59963,248368.06,1032071.54,0.6184,0.0512,0.6696
FIN00044919,2023,Q3,8,2023-08,2023,2023,23-08-2023,EMEA,Middle East,United Arab Emirates,REPC,Property,Engineering,Direct Insurance,CED0098,Silverline Insurance,Pinnacle Risk Advisors,CM2733,Kevin Iversen,Motor Fleet,Frank Callahan,101,Non Trust,No,New Business,Inward,235748.46,142795,13339.44,16901.97,62712.04,222409.02,0.6057,0.0717,0.6774
FIN00043346,2023,Q3,7,2023-07,2023,2022,10-07-2023,EMEA,Germany,Germany,REPC,Casualty,Liability,Non-Property Treaty,CED0091,Redwood Insurance Group,Northgate & Associates,CM8849,Sarah Bauer,Aviation,Monica Petrov,102,Non Trust,No,Renewal,Inward,258061.67,176984.44,55846.64,15573.03,9657.56,202215.03,0.6858,0.0603,0.7462
FIN00044633,2025,Q4,11,2025-11,2025,2025,22-11-2025,Americas,Canada,Canada,REPC,Property,Energy,Property Facultative,CED0018,Cornerstone Holdings,Hartwell Insurance Brokers,CM7154,Kevin Iversen,Construction & Engineering EMEA,Monica Petrov,102,Trust,No,Renewal,Inward,393713.48,19685.67,44438.32,40458.44,289131.04,349275.16,0.05,0.1028,0.1528
FIN00000062,2025,Q3,7,2025-07,2025,2025,15-07-2025,Asia,Singapore,Singapore,REPC,P&C Facultative,Engineering,Property Facultative,CED0089,Quantum Underwriters,Vantage Insurance Services,CM5259,Victor Santos,Retail Casualty,Monica Petrov,102,Trust,No,Renewal,Inward,1099858.35,124312.07,111654.95,50004.72,813886.6,988203.39,0.113,0.0455,0.1585
FIN00029255,2026,Q1,1,2026-01,2025,2025,01-01-2026,EMEA,France,France,REPC,Casualty,Accident & Health,Non-Property Treaty,CED0036,Global Indemnity,Prescott Insurance Services,CM5233,Priya Nakagawa,Motor Fleet,Isabelle Achebe,101,Trust,No,Renewal,Inward,710925.46,419693.39,110846.55,81510.51,98875.01,600078.91,0.5903,0.1147,0.705
FIN00025231,2025,Q2,4,2025-04,2025,2025,30-04-2025,EMEA,France,France,REPC,Property,Construction,Direct Insurance,CED0028,Evergreen Re,Dunmore Insurance Brokers,CM7828,Robert Alvi,Aviation,Christopher Lindberg,101,Trust,No,New Business,Inward,336564.66,254601.59,20421.29,32604.05,28937.73,316143.37,0.7565,0.0969,0.8533
FIN00023617,2023,Q1,2,2023-02,2023,2023,28-02-2023,EMEA,Nordics,Sweden,REPC,Property,Property,Direct Insurance,CED0031,Falcon Insurance Group,Yorkshire Risk Advisors,CM2846,Michael Lindqvist,Environmental Risk,Karen Vasquez,101,Non Trust,No,Renewal,Inward,1914932.61,1196577.87,330668.49,181887.41,205798.83,1584264.12,0.6249,0.095,0.7199
FIN00044959,2026,Q1,1,2026-01,2026,2026,29-01-2026,EMEA,Middle East,United Arab Emirates,REPC,Vector,Agriculture,Non-Property Treaty,CED0063,Lonestar Indemnity,Sherwood Group,CM3098,Steven Nakagawa,Energy APAC,Grace Salazar,102,Trust,No,Renewal,Inward,259172.28,134152.07,21432.82,22631.23,80956.16,237739.46,0.5176,0.0873,0.6049
FIN00040731,2025,Q1,2,2025-02,2024,2024,06-02-2025,EMEA,France,France,REPC,Property,Environmental,Direct Insurance,CED0089,Quantum Underwriters,Sherwood Group,CM6054,Peter Nakamura,Aviation,Isabelle Achebe,201,Trust,No,Renewal,Inward,232598.6,120371.83,29078.52,17023.68,66124.57,203520.08,0.5175,0.0732,0.5907
FIN00012548,2023,Q1,1,2023-01,2023,2023,14-01-2023,Asia,ANZ,Australia,REPC,Specialty,Cyber,Direct Insurance,CED0011,Bridgeport Assurance,Baymont Risk Partners,CM5940,Laura Nkosi,Environmental Risk,Richard Thornton,102,Trust,No,Renewal,Inward,1724993.8,294954.43,187960.9,55890.3,1186188.17,1537032.9,0.171,0.0324,0.2034
FIN00018273,2026,Q2,6,2026-06,2026,2025,15-06-2026,EMEA,Spain,Spain,REPC,Specialty,Credit & Surety,Non-Property Treaty,CED0102,Sterling Re,Prescott Insurance Services,CM1838,Fatima Chen,Specialty Lines,Susanna Ibsen,101,Non Trust,No,New Business,Inward,661818.9,299804.4,66979.51,70779.55,224255.44,594839.39,0.453,0.1069,0.5599
FIN00014771,2024,Q1,3,2024-03,2024,2024,20-03-2024,EMEA,Nordics,Sweden,REPC,P&C Re,Property,Property Treaty,CED0076,Paramount Assurance,Highbridge Risk Solutions,CM2698,Fatima Chen,Energy Upstream,Monica Petrov,102,Trust,No,Renewal,Inward,594127.91,380325.89,74830,50913.6,88058.42,519297.91,0.6401,0.0857,0.7258
FIN00024706,2025,Q1,1,2025-01,2025,2025,18-01-2025,EMEA,UK,United Kingdom,REPC,P&C Facultative,Construction,Property Facultative,CED0037,Global Insurance Group,Pinnacle Risk Partners,CM4757,Priya Novak,Specialty Lines,Anjali Verma,101,,Yes,Renewal,Inward,515237.28,386603.96,49213.68,59287.78,20131.87,466023.6,0.7503,0.1151,0.8654
FIN00031467,2024,Q1,2,2024-02,2024,2024,08-02-2024,Asia,Singapore,Singapore,REPC,Casualty,Motor,Direct Insurance,CED0041,Granite Re,Prescott Insurance Services,CM7532,Robert Alvi,Corporate Property,Karen Vasquez,102,Trust,No,New Business,Inward,571236.82,336714.19,79108.19,16881,138533.44,492128.63,0.5894,0.0296,0.619
FIN00044728,2023,Q4,11,2023-11,2023,2023,16-11-2023,EMEA,Spain,Spain,REPC,P&C Re,Property,Property Treaty,CED0092,Riverside Assurance,Highbridge Risk Solutions,CM6223,Brian Lindqvist,Engineering Global,Martin Weston,102,Non Trust,Yes,New Business,Outward,430853.68,291122.93,97301.06,22155.33,20274.37,333552.63,0.6757,0.0514,0.7271
FIN00042961,2024,Q3,9,2024-09,2024,2024,03-09-2024,Americas,Canada,Canada,REPC,Vector,Agriculture,Direct Insurance,CED0013,Bridgeport Holdings,Camden Risk Solutions,CM3554,Michael Nkosi,Energy APAC,Christopher Lindberg,102,Non Trust,No,Renewal,Inward,399095.41,257049.74,75082.86,22875.03,44087.78,324012.55,0.6441,0.0573,0.7014
FIN00032377,2023,Q4,11,2023-11,2023,2021,22-11-2023,EMEA,Germany,Germany,REPC,Property,Construction,Direct Insurance,CED0040,Granite Insurance,  Castlerock Risk Solutions ,CM7850,Steven Park,Retail Casualty,Henry Cartwright,102,Non Trust,No,Cancelled,Inward,29876.3,20752.69,6155.83,3161.23,-193.45,23720.46,0.6946,0.1058,0.8004
FIN00042428,2026,Q1,1,2026-01,2026,2026,04-01-2026,EMEA,Germany,Germany,REPC,Casualty,Liability,Non-Property Facultative,CED0104,Summit Re,Vantage Risk Solutions,CM8625,Fatima Costa,Cyber Risk,Christopher Lindberg,201,Non Trust,No,Renewal,Outward,475866.77,316147.29,63811.8,32590.86,63316.81,412054.97,0.6644,0.0685,0.7328
FIN00013592,2025,Q3,7,2025-07,2025,2025,01-07-2025,Asia,Japan,Japan,REPC,Specialty,Political Risk,Non-Property Facultative,CED0014,Bridgeport Insurance Group,Ivory Risk Solutions,CM4730,Mei Hassan,Property Treaty Americas,Frank Callahan,101,Trust,No,Renewal,Inward,349373.94,245554.89,50923.14,11137.59,41758.32,298450.8,0.7028,0.0319,0.7347
FIN00026116,2026,Q1,3,2026-03,2026,2026,03-03-2026,EMEA,Spain,Spain,REPC,Specialty,Marine,Non-Property Treaty,CED0081,Paramount Re,Highbridge Risk Solutions,CM6434,Sarah O'Connell,Environmental Risk,Henry Cartwright,101,Trust,Yes,Renewal,Inward,133681.47,93292.75,15971.49,3825.4,20591.83,117709.97,0.6979,0.0286,0.7265
FIN00018978,2025,Q3,8,2025-08,2025,2025,14-08-2025,EMEA,France,France,REPC,Property,Construction,Property Facultative,CED0031,Falcon Insurance Group,Pinnacle Risk Partners,CM3482,Steven Park,Energy Upstream,Oscar Bennet,101,Trust,No,Renewal,Outward,1849076.18,1018785.93,193312.34,145893.53,491084.38,1655763.84,0.551,0.0789,0.6299
FIN00019048,2023,Q2,5,2023-05,2023,2022,07-05-2023,EMEA,Italy,Italy,REPC,P&C Facultative,Liability,Non-Property Facultative,CED0120,Zenith Re,Lockwood Risk Partners,CM5924,Steven Park,Construction & Engineering EMEA,Renata Moreau,101,Non Trust,Yes,Renewal,Inward,291653.67,198262.76,42663.35,18340.36,32387.2,248990.32,0.6798,0.0629,0.7427
FIN00038679,2024,Q1,2,2024-02,2024,2023,28-02-2024,Americas,Canada,Canada,REPC,Specialty,Marine,Non-Property Treaty,CED0119,Zenith Insurance Group,Blackstone Insurance Services,CM8320,Sarah O'Connell,Environmental Risk,Karen Vasquez,101,Non Trust,No,Renewal,Inward,524029.66,311478.3,79259.05,33913.36,99378.95,444770.62,0.5944,0.0647,0.6591
FIN00041014,2023,Q2,5,2023-05,2023,2021,13-05-2023,Americas,Canada,Canada,REPC,Specialty,Cyber,Non-Property Facultative,CED0090,Redwood Assurance,Highbridge Risk Solutions,CM1695,Victor Santos,Property Treaty Americas,Isabelle Achebe,102,Non Trust,Yes,New Business,Inward,1188890.24,195301.94,162390.59,107560.1,723637.61,1026499.65,0.1643,0.0905,0.2547
FIN00044133,2023,Q1,3,2023-03,2023,2023,31-03-2023,EMEA,France,France,REPC,Property,Engineering,Property Facultative,CED0051,Horizon Assurance,Castlerock Risk Solutions,CM1879,James Alvi,Construction & Engineering EMEA,Karen Vasquez,201,Non Trust,No,Renewal,Inward,403444.14,158881.46,58818.92,13854.52,171889.24,344625.22,0.3938,0.0343,0.4282
FIN00016659,2025,Q4,12,2025-12,2025,2025,05-12-2025,Asia,Japan,Japan,REPC,Specialty,Cyber,Non-Property Facultative,CED0023,Delta Assurance,Radcliffe Group,CM4397,Victor Santos,Trade Credit & Surety,Oscar Bennet,201,Non Trust,No,Renewal,Inward,257088.75,78334.11,55981.95,27781.79,94990.89,201106.8,0.3047,0.1081,0.4128
FIN00047856,2024,Q4,11,2024-11,2023,2021,24-11-2024,EMEA,Nordics,Sweden,REPC,Specialty,Credit & Surety,Direct Insurance,CED0017,Cornerstone Assurance,Grayson Risk Solutions,CM9268,Steven Nakagawa,Corporate Property,George Simmons,101,Non Trust,Yes,Renewal,Inward,499796.01,262370.14,53219.32,40060.4,144146.15,446576.68,0.525,0.0802,0.6051
FIN00043561,2026,Q2,4,2026-04,2026,2026,21-04-2026,EMEA,Germany,Germany,REPC,Casualty,Workers Compensation,Direct Insurance,CED0023,Delta Assurance,Dunmore Insurance Brokers,CM9231,Fatima Lindqvist,Construction,Karen Vasquez,201,Trust,No,New Business,Inward,509710.15,344035.1,29177.32,59335.8,77161.92,480532.83,0.675,0.1164,0.7914
FIN00042412,2025,Q2,6,2025-06,2025,2025,16-06-2025,Americas,US,United States,REPC,Casualty,Motor,Non-Property Facultative,CED0029,Falcon Holdings,Ivory Risk Solutions,CM4069,Kevin Iversen,Liability Excess,Martin Weston,101,Non Trust,No,New Business,Inward,345928.02,273352.85,56536.5,37296.45,-21257.78,289391.51,0.7902,0.1078,0.898
FIN00002983,2023,Q2,6,2023-06,2023,2023,24-06-2023,EMEA,Spain,Spain,REPC,Property,Construction,Direct Insurance,CED0040,Granite Insurance,Pinnacle Insurance Brokers,CM9101,Fatima Chen,Specialty Lines,Christopher Lindberg,101,Trust,No,Renewal,Inward,780641.13,295749.07,118393.78,23841.57,342656.71,662247.35,0.3789,0.0305,0.4094
